id,class,reactants>reagents>production
US06444672B1,6,[CH3:1][O:2][C:3](=[O:4])[NH:5][C@H:6]([C:7](=[O:8])[N:9]1[CH2:10][CH2:11][CH2:12][C@H:13]1[C:14](=[O:15])[O:16][CH2:27][c:26]1[cH:25][cH:24][cH:23][cH:29][cH:28]1)[c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1>>[CH3:1][O:2][C:3](=[O:4])[NH:5][C@H:6]([C:7](=[O:8])[N:9]1[CH2:10][CH2:11][CH2:12][C@H:13]1[C:14](=[O:15])[OH:16])[c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1
US20150038488A1,3,[CH3:1][C@@H:2]([O:3][c:4]1[cH:5][c:6]([Cl:43])[cH:19][n:20]2[n:21][cH:22][c:23]([CH:24]3[CH2:25][CH2:26]3)[c:27]12)[C@H:28]1[CH2:29][NH:30][C:31](=[O:32])[CH2:33]1.[c:7]1([B:38]2[O:37][C:35]([CH3:34])([CH3:36])[C:40]([CH3:41])([CH3:42])[O:39]2)[cH:8][cH:9][c:10]2[c:11]([cH:12]1)[NH:13][C:14](=[O:15])[C:16]2([CH3:17])[CH3:18]>>[CH3:1][C@@H:2]([O:3][c:4]1[cH:5][c:6](-[c:7]2[cH:8][cH:9][c:10]3[c:11]([cH:12]2)[NH:13][C:14](=[O:15])[C:16]3([CH3:17])[CH3:18])[cH:19][n:20]2[n:21][cH:22][c:23]([CH:24]3[CH2:25][CH2:26]3)[c:27]12)[C@H:28]1[CH2:29][NH:30][C:31](=[O:32])[CH2:33]1
US07745438B2,3,[CH2:13]([CH2:14][CH:15]([CH3:16])[CH3:17])[Zn+:42].[CH3:1][C:2](=[O:3])[NH:4][C@@H:5]([CH2:6][c:7]1[cH:8][c:9]([F:10])[cH:11][c:12]([Br:41])[cH:18]1)[C@H:19]([OH:20])[C@H:21]1[CH2:22][O:23][C@@H:24]([O:25][CH2:26][C:27]([CH3:28])([CH3:29])[CH3:30])[C@H:31]([CH3:32])[N:33]1[C:34](=[O:35])[O:36][C:37]([CH3:38])([CH3:39])[CH3:40]>>[CH3:1][C:2](=[O:3])[NH:4][C@@H:5]([CH2:6][c:7]1[cH:8][c:9]([F:10])[cH:11][c:12]([CH2:13][CH2:14][CH:15]([CH3:16])[CH3:17])[cH:18]1)[C@H:19]([OH:20])[C@H:21]1[CH2:22][O:23][C@@H:24]([O:25][CH2:26][C:27]([CH3:28])([CH3:29])[CH3:30])[C@H:31]([CH3:32])[N:33]1[C:34](=[O:35])[O:36][C:37]([CH3:38])([CH3:39])[CH3:40]
US08188101B2,1,[CH2:27]=[O:32].[CH3:1][c:2]1[n:3][cH:4][cH:5][n:6]1-[c:7]1[cH:8][cH:9][c:10]([NH:11][c:12]2[n:13][c:14]3[c:15]([c:16]([NH:17][CH2:18][C@@H:19]4[CH2:20][CH2:21][CH2:22][O:23]4)[n:24]2)[CH2:25][NH:26][CH2:28][CH2:29]3)[cH:30][cH:31]1>>[CH3:1][c:2]1[n:3][cH:4][cH:5][n:6]1-[c:7]1[cH:8][cH:9][c:10]([NH:11][c:12]2[n:13][c:14]3[c:15]([c:16]([NH:17][CH2:18][C@@H:19]4[CH2:20][CH2:21][CH2:22][O:23]4)[n:24]2)[CH2:25][N:26]([CH3:27])[CH2:28][CH2:29]3)[cH:30][cH:31]1
US04634715,9,[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[C@@H:8]1[CH2:9][CH2:10][CH2:11][N:12]1[C:13](=[O:14])[Cl:17].[NH2:15][NH2:16]>>[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[C@@H:8]1[CH2:9][CH2:10][CH2:11][N:12]1[C:13](=[O:14])[NH:15][NH2:16]
US08618094B2,6,[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[NH:8][C@@:9]12[CH2:10][CH2:11][C@H:12]([F:13])[C@@H:14]1[CH2:15][N:16]([C:19](=[O:18])[O:20][CH2:21][c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1)[CH2:17]2>>[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[NH:8][C@@:9]12[CH2:10][CH2:11][C@H:12]([F:13])[C@@H:14]1[CH2:15][NH:16][CH2:17]2
US05057515,9,[CH3:1][CH2:2][CH2:3][N:4]1[CH2:5][CH2:6][CH2:7][C@H:8]2[CH2:9][c:10]3[n:11][c:12]([Br:18])[cH:13][cH:14][c:15]3[CH2:16][C@H:17]12>>[CH3:1][CH2:2][CH2:3][N:4]1[CH2:5][CH2:6][CH2:7][C@H:8]2[CH2:9][c:10]3[n:11][cH:12][cH:13][cH:14][c:15]3[CH2:16][C@H:17]12
US06458781B1,2,[CH3:1][CH:2]([CH3:3])[CH2:4][C@H:5]([NH:6][C:7](=[O:8])[N:9]1[CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][CH2:15]1)[C:16](=[O:17])[OH:34].[NH2:18][CH2:19][CH2:20][CH:21]([c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1)[c:28]1[cH:29][cH:30][cH:31][cH:32][cH:33]1>>[CH3:1][CH:2]([CH3:3])[CH2:4][C@H:5]([NH:6][C:7](=[O:8])[N:9]1[CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][CH2:15]1)[C:16](=[O:17])[NH:18][CH2:19][CH2:20][CH:21]([c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1)[c:28]1[cH:29][cH:30][cH:31][cH:32][cH:33]1
US20100249095A1,2,[C:16](=[O:17])([c:18]1[cH:19][cH:20][c:21]2[c:22]([cH:23]1)[C@H:24]([NH:25][C:26](=[O:27])[c:28]1[cH:29][cH:30][cH:31][cH:32][c:33]1[Cl:34])[CH2:35][CH2:36]2)[OH:40].[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:8]1[CH2:9][CH2:10][C:11]2([CH2:12][CH2:13][CH2:14][NH:15][CH2:37]2)[CH2:38][CH2:39]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:8]1[CH2:9][CH2:10][C:11]2([CH2:12][CH2:13][CH2:14][N:15]([C:16](=[O:17])[c:18]3[cH:19][cH:20][c:21]4[c:22]([cH:23]3)[C@H:24]([NH:25][C:26](=[O:27])[c:28]3[cH:29][cH:30][cH:31][cH:32][c:33]3[Cl:34])[CH2:35][CH2:36]4)[CH2:37]2)[CH2:38][CH2:39]1
US20120142633A1,2,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6](-[c:7]2[cH:8][cH:9][n:10][c:11]3[c:12]([C:13](=[O:14])[OH:49])[c:30]([CH3:31])[n:32]([CH2:33][O:34][CH2:35][CH2:36][Si:37]([CH3:38])([CH3:39])[CH3:40])[c:41]23)[c:42]([O:43][CH2:44][CH:45]2[CH2:46][CH2:47]2)[cH:48]1.[NH2:15][C@@H:16]1[CH2:17][CH2:18][C@H:19]([NH:20][C:21](=[O:22])[O:23][C:24]([CH3:25])([CH3:26])[CH3:27])[CH2:28][CH2:29]1>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6](-[c:7]2[cH:8][cH:9][n:10][c:11]3[c:12]([C:13](=[O:14])[NH:15][C@H:16]4[CH2:17][CH2:18][C@@H:19]([NH:20][C:21](=[O:22])[O:23][C:24]([CH3:25])([CH3:26])[CH3:27])[CH2:28][CH2:29]4)[c:30]([CH3:31])[n:32]([CH2:33][O:34][CH2:35][CH2:36][Si:37]([CH3:38])([CH3:39])[CH3:40])[c:41]23)[c:42]([O:43][CH2:44][CH:45]2[CH2:46][CH2:47]2)[cH:48]1
US05232917,7,[CH3:1][C:2](=[O:3])[C@H:4]1[CH2:5][CH2:6][C@H:7]2[C@@H:8]3[CH2:9][CH2:10][C@H:11]4[CH2:12][C@H:13]([OH:14])[CH2:15][CH2:16][C@:17]4([CH3:18])[C@H:19]3[CH2:20][CH2:21][C@:22]12[CH3:23]>>[CH3:1][C@@H:2]([OH:3])[C@H:4]1[CH2:5][CH2:6][C@H:7]2[C@@H:8]3[CH2:9][CH2:10][C@H:11]4[CH2:12][C@H:13]([OH:14])[CH2:15][CH2:16][C@:17]4([CH3:18])[C@H:19]3[CH2:20][CH2:21][C@:22]12[CH3:23]
US20100105900A1,1,[CH3:1][c:2]1[cH:3][cH:4][cH:5][c:6]([C:7]#[C:8][c:9]2[cH:10][cH:11][c:12]([S:13](=[O:14])(=[O:15])[NH:16][C@H:17]([CH2:18][C:19](=[O:20])[O:21][CH2:22][c:23]3[cH:24][cH:25][cH:26][cH:27][cH:28]3)[CH2:29][N:30]([CH3:32])[CH3:33])[s:34]2)[cH:35]1.[CH3:31][I:37]>>[CH3:1][c:2]1[cH:3][cH:4][cH:5][c:6]([C:7]#[C:8][c:9]2[cH:10][cH:11][c:12]([S:13](=[O:14])(=[O:15])[NH:16][C@H:17]([CH2:18][C:19](=[O:20])[O:21][CH2:22][c:23]3[cH:24][cH:25][cH:26][cH:27][cH:28]3)[CH2:29][N+:30]([CH3:31])([CH3:32])[CH3:33])[s:34]2)[cH:35]1
US20140200344A1,7,[NH2:1][C@H:2]1[CH2:3][CH2:4][C@H:5]([C:6]([OH:7])=[O:10])[CH2:8][CH2:9]1>>[NH2:1][C@H:2]1[CH2:3][CH2:4][C@H:5]([CH2:6][OH:7])[CH2:8][CH2:9]1
US05789423,1,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([C:7]([CH3:8])([CH3:9])[CH:10]2[S:11][CH2:12][CH2:13][S:14]2)[cH:15][c:16]1[CH:17]=[O:38].[NH2:18][C@H:19]1[CH2:20][CH2:21][CH2:22][N:23]([C:24](=[O:25])[O:26][C:27]([CH3:28])([CH3:29])[CH3:30])[C@H:31]1[c:32]1[cH:33][cH:34][cH:35][cH:36][cH:37]1>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([C:7]([CH3:8])([CH3:9])[CH:10]2[S:11][CH2:12][CH2:13][S:14]2)[cH:15][c:16]1[CH2:17][NH:18][C@H:19]1[CH2:20][CH2:21][CH2:22][N:23]([C:24](=[O:25])[O:26][C:27]([CH3:28])([CH3:29])[CH3:30])[C@H:31]1[c:32]1[cH:33][cH:34][cH:35][cH:36][cH:37]1
US20050159462A1,1,[CH3:1][C@H:2]([O:3][Si:4]([CH3:5])([CH3:6])[C:7]([CH3:8])([CH3:9])[CH3:10])[C@H:11]([CH2:12][CH2:13][c:14]1[cH:15][cH:16][cH:17][c:18]2[o:19][c:20](-[c:21]3[cH:22][cH:23][c:24]([Cl:25])[cH:26][cH:27]3)[n:28][c:29]12)[O:42][S:39]([CH3:38])(=[O:40])=[O:41].[nH:30]1[cH:31][n:32][c:33]([C:34]([NH2:35])=[O:36])[cH:37]1>>[CH3:1][C@H:2]([O:3][Si:4]([CH3:5])([CH3:6])[C:7]([CH3:8])([CH3:9])[CH3:10])[C@@H:11]([CH2:12][CH2:13][c:14]1[cH:15][cH:16][cH:17][c:18]2[o:19][c:20](-[c:21]3[cH:22][cH:23][c:24]([Cl:25])[cH:26][cH:27]3)[n:28][c:29]12)[n:30]1[cH:31][n:32][c:33]([C:34]([NH2:35])=[O:36])[cH:37]1
US08349831B2,7,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([C:7]([NH:8][C@H:9]([CH3:10])[c:11]2[cH:12][cH:13][cH:14][c:15]([Cl:16])[cH:17]2)=[O:29])[cH:18][c:19]1[S:20](=[O:21])(=[O:22])[N:23]1[CH2:24][CH2:25][O:26][CH2:27][CH2:28]1>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][NH:8][C@H:9]([CH3:10])[c:11]2[cH:12][cH:13][cH:14][c:15]([Cl:16])[cH:17]2)[cH:18][c:19]1[S:20](=[O:21])(=[O:22])[N:23]1[CH2:24][CH2:25][O:26][CH2:27][CH2:28]1
US08748426B2,2,[C:20](=[O:21])([c:22]1[n:23][n:24][c:25](-[c:26]2[cH:27][cH:28][cH:29][cH:30][cH:31]2)[nH:32]1)[O:41][CH2:40][CH3:39].[CH3:1][O:2][C:3](=[O:4])[C@H:5]([CH:6]([CH3:7])[CH3:8])[N:9]1[CH2:10][c:11]2[cH:12][cH:13][c:14](-[c:15]3[cH:16][cH:17][c:18]([NH2:19])[cH:33][cH:34]3)[cH:35][c:36]2[C:37]1=[O:38]>>[CH3:1][O:2][C:3](=[O:4])[C@H:5]([CH:6]([CH3:7])[CH3:8])[N:9]1[CH2:10][c:11]2[cH:12][cH:13][c:14](-[c:15]3[cH:16][cH:17][c:18]([NH:19][C:20](=[O:21])[c:22]4[n:23][n:24][c:25](-[c:26]5[cH:27][cH:28][cH:29][cH:30][cH:31]5)[nH:32]4)[cH:33][cH:34]3)[cH:35][c:36]2[C:37]1=[O:38]
US05348944,2,[C:15](=[O:16])([C@H:17]([CH3:18])[NH:19][C:20](=[O:21])[O:22][CH2:23][c:24]1[cH:25][cH:26][cH:27][cH:28][cH:29]1)[OH:30].[CH3:1][CH2:2][O:3][C:4](=[O:5])[CH:6]1[CH2:7][CH:8]2[CH2:9][CH2:10][CH2:11][CH2:12][CH:13]2[NH:14]1>>[CH3:1][CH2:2][O:3][C:4](=[O:5])[C@H:6]1[CH2:7][CH:8]2[CH2:9][CH2:10][CH2:11][CH2:12][CH:13]2[N:14]1[C:15](=[O:16])[C@H:17]([CH3:18])[NH:19][C:20](=[O:21])[O:22][CH2:23][c:24]1[cH:25][cH:26][cH:27][cH:28][cH:29]1
US20070032485A1,1,[CH2:12]([CH2:13][O:14][CH3:15])[OH:53].[CH3:1][CH2:2][C@@H:3]1[CH2:4][C@H:5]([NH:6][c:7]2[n:8][cH:9][c:10]([OH:11])[c:16]([CH2:17][c:18]3[cH:19][c:20]([C:21]([F:22])([F:23])[F:24])[cH:25][c:26]([C:27]([F:28])([F:29])[F:30])[cH:31]3)[n:32]2)[c:33]2[n:34][c:35]([O:36][CH3:37])[cH:38][cH:39][c:40]2[N:41]1[C:42](=[O:43])[O:44][CH2:45][C:46]([CH3:47])([CH3:48])[C:49](=[O:50])[O:51][CH3:52]>>[CH3:1][CH2:2][C@@H:3]1[CH2:4][C@H:5]([NH:6][c:7]2[n:8][cH:9][c:10]([O:11][CH2:12][CH2:13][O:14][CH3:15])[c:16]([CH2:17][c:18]3[cH:19][c:20]([C:21]([F:22])([F:23])[F:24])[cH:25][c:26]([C:27]([F:28])([F:29])[F:30])[cH:31]3)[n:32]2)[c:33]2[n:34][c:35]([O:36][CH3:37])[cH:38][cH:39][c:40]2[N:41]1[C:42](=[O:43])[O:44][CH2:45][C:46]([CH3:47])([CH3:48])[C:49](=[O:50])[O:51][CH3:52]
US20080032964A1,7,[O:1]=[C:2]1[C@H:3]([CH2:4][CH2:5][C:6](=[O:7])[c:8]2[cH:9][cH:10][c:11]([F:12])[cH:13][cH:14]2)[C@@H:15]([c:16]2[cH:17][cH:18][c:19]([O:20][CH2:21][c:22]3[cH:23][cH:24][cH:25][cH:26][cH:27]3)[cH:28][cH:29]2)[N:30]1[c:31]1[cH:32][cH:33][c:34]([F:35])[cH:36][cH:37]1>>[O:1]=[C:2]1[C@H:3]([CH2:4][CH2:5][C@H:6]([OH:7])[c:8]2[cH:9][cH:10][c:11]([F:12])[cH:13][cH:14]2)[C@@H:15]([c:16]2[cH:17][cH:18][c:19]([O:20][CH2:21][c:22]3[cH:23][cH:24][cH:25][cH:26][cH:27]3)[cH:28][cH:29]2)[N:30]1[c:31]1[cH:32][cH:33][c:34]([F:35])[cH:36][cH:37]1
US04016148,6,[CH3:1][CH:2]([CH3:3])[CH2:4][C@H:5]([NH:6][C:17](=[O:16])[O:18][CH2:19][c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1)[C:7](=[O:8])[NH:9][C@@H:10]([CH3:11])[P:12](=[O:13])([OH:14])[OH:15]>>[CH3:1][CH:2]([CH3:3])[CH2:4][C@H:5]([NH2:6])[C:7](=[O:8])[NH:9][C@@H:10]([CH3:11])[P:12](=[O:13])([OH:14])[OH:15]
US07425551B2,2,[NH2:33][CH2:34][CH2:35][C:36]([F:37])([F:38])[C:39]([F:40])([F:41])[F:42].[O:1]=[C:2]([CH2:3][C:4](=[O:5])[NH:6][C@@H:7]1[C:8](=[O:9])[N:10]([CH2:11][CH2:12][O:13][CH2:14][c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)[c:21]2[cH:22][cH:23][cH:24][cH:25][c:26]2-[c:27]2[cH:28][cH:29][cH:30][cH:31][c:32]21)[OH:43]>>[O:1]=[C:2]([CH2:3][C:4](=[O:5])[NH:6][C@@H:7]1[C:8](=[O:9])[N:10]([CH2:11][CH2:12][O:13][CH2:14][c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)[c:21]2[cH:22][cH:23][cH:24][cH:25][c:26]2-[c:27]2[cH:28][cH:29][cH:30][cH:31][c:32]21)[NH:33][CH2:34][CH2:35][C:36]([F:37])([F:38])[C:39]([F:40])([F:41])[F:42]
US20100298377A1,3,[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:8]1[CH2:9][CH2:10][CH2:11][CH2:12][C@H:13]1[C:14](=[O:15])[N:29]([O:28][CH3:27])[CH3:30].[c:16]1([Br:26])[cH:17][cH:18][cH:19][c:20]([C:21]([F:22])([F:23])[F:24])[cH:25]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:8]1[CH2:9][CH2:10][CH2:11][CH2:12][C@H:13]1[C:14](=[O:15])[c:16]1[cH:17][cH:18][cH:19][c:20]([C:21]([F:22])([F:23])[F:24])[cH:25]1
US08492397B2,2,[C:4](=[O:5])([O:6][c:7]1[cH:8][cH:9][c:10]([N+:11](=[O:12])[O-:13])[cH:14][cH:15]1)[Cl:20].[CH3:1][C@H:2]([OH:3])[C:16]([F:17])([F:18])[F:19]>>[CH3:1][C@H:2]([O:3][C:4](=[O:5])[O:6][c:7]1[cH:8][cH:9][c:10]([N+:11](=[O:12])[O-:13])[cH:14][cH:15]1)[C:16]([F:17])([F:18])[F:19]
US06660738B2,3,[F:1][c:2]1[cH:3][c:4]([F:5])[c:6]([CH2:7][O:8][CH2:9][C@@H:10]2[CH2:11][C@@H:12]([S:13][C:14]([c:15]3[cH:16][cH:17][cH:18][cH:19][cH:20]3)([c:21]3[cH:22][cH:23][cH:24][cH:25][cH:26]3)[c:27]3[cH:28][cH:29][cH:30][cH:31][cH:32]3)[CH2:33][N:34]2[c:35]2[n:36][cH:37][c:38]([Br:51])[cH:45][n:46]2)[cH:47][c:48]1[F:49].[c:39]1([Br:50])[cH:40][cH:41][cH:42][cH:43][n:44]1>>[F:1][c:2]1[cH:3][c:4]([F:5])[c:6]([CH2:7][O:8][CH2:9][C@@H:10]2[CH2:11][C@@H:12]([S:13][C:14]([c:15]3[cH:16][cH:17][cH:18][cH:19][cH:20]3)([c:21]3[cH:22][cH:23][cH:24][cH:25][cH:26]3)[c:27]3[cH:28][cH:29][cH:30][cH:31][cH:32]3)[CH2:33][N:34]2[c:35]2[n:36][cH:37][c:38](-[c:39]3[cH:40][cH:41][cH:42][cH:43][n:44]3)[cH:45][n:46]2)[cH:47][c:48]1[F:49]
US20150065482A1,3,[CH3:1][O:2][C:3](=[O:4])[c:5]1[n:6][n:7](-[c:8]2[cH:9][cH:10][cH:11][c:12]([Br:32])[cH:23]2)[c:24]2[cH:25][c:26]([C:27]#[N:28])[cH:29][cH:30][c:31]12.[CH:13]#[C:14][C@:15]1([OH:16])[CH2:17][CH2:18][N:19]([CH3:20])[C:21]1=[O:22]>>[CH3:1][O:2][C:3](=[O:4])[c:5]1[n:6][n:7](-[c:8]2[cH:9][cH:10][cH:11][c:12]([C:13]#[C:14][C@:15]3([OH:16])[CH2:17][CH2:18][N:19]([CH3:20])[C:21]3=[O:22])[cH:23]2)[c:24]2[cH:25][c:26]([C:27]#[N:28])[cH:29][cH:30][c:31]12
US04096254,2,[CH3:1][C@:2]12[CH2:3][CH2:4][C@H:5]3[C@@H:6]([CH2:7][CH2:8][C:9]4=[CH:10][C:11](=[O:12])[CH2:13][CH2:14][C@:15]34[CH2:16][OH:35])[C@@H:30]1[CH2:31][CH2:32][C:33]2=[O:34].[OH:17][C:18](=[O:19])[C:20]12[CH2:21][CH:22]3[CH2:23][CH:24]([CH2:25][CH:26]([CH2:27]3)[CH2:28]1)[CH2:29]2>>[CH3:1][C@:2]12[CH2:3][CH2:4][C@H:5]3[C@@H:6]([CH2:7][CH2:8][C:9]4=[CH:10][C:11](=[O:12])[CH2:13][CH2:14][C@:15]34[CH2:16][O:17][C:18](=[O:19])[C:20]34[CH2:21][CH:22]5[CH2:23][CH:24]([CH2:25][CH:26]([CH2:27]5)[CH2:28]3)[CH2:29]4)[C@@H:30]1[CH2:31][CH2:32][C:33]2=[O:34]
US05807866,4,[OH:1][CH2:2]/[CH:3]=[CH:5]/[c:6]1[cH:7][cH:8][cH:9][c:10]([Br:11])[cH:12]1.[OH:4][O:15][C:14](=[O:13])[c:16]1[cH:17][cH:18][cH:19][c:20]([Cl:21])[cH:22]1>>[OH:1][CH2:2][C@@H:3]1[O:4][C@H:5]1[c:6]1[cH:7][cH:8][cH:9][c:10]([Br:11])[cH:12]1
US20090181942A1,6,[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][c:7]([C@H:8]2[O:9][C@H:10]([CH2:11][CH2:12][n:13]3[n:14][n:15][c:16]([CH2:17][CH2:18][C:19](=[O:20])[O:21][CH3:38])[n:22]3)[c:23]3[cH:24][cH:25][cH:26][n:27]3-[c:28]3[cH:29][cH:30][c:31]([Cl:32])[cH:33][c:34]32)[c:35]1[O:36][CH3:37]>>[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][c:7]([C@H:8]2[O:9][C@H:10]([CH2:11][CH2:12][n:13]3[n:14][n:15][c:16]([CH2:17][CH2:18][C:19](=[O:20])[OH:21])[n:22]3)[c:23]3[cH:24][cH:25][cH:26][n:27]3-[c:28]3[cH:29][cH:30][c:31]([Cl:32])[cH:33][c:34]32)[c:35]1[O:36][CH3:37]
US20150105317A1,6,[CH3:1][C@@H:2]1[O:3][C@@H:4]([O:5][CH2:6][CH2:7][N:8]([CH2:9][CH2:10][O:11][C@@H:12]2[O:13][C@@H:14]([CH3:15])[C@@H:16]([OH:17])[C@@H:18]([OH:19])[C@@H:20]2[OH:21])[CH2:22][C:23](=[O:24])[NH:25][CH2:26][CH2:27][CH2:28][CH2:29][CH2:30][C:31](=[O:32])[O:33][CH2:44][c:43]2[cH:42][cH:41][cH:40][cH:46][cH:45]2)[C@@H:34]([OH:35])[C@H:36]([OH:37])[C@@H:38]1[OH:39]>>[CH3:1][C@@H:2]1[O:3][C@@H:4]([O:5][CH2:6][CH2:7][N:8]([CH2:9][CH2:10][O:11][C@@H:12]2[O:13][C@@H:14]([CH3:15])[C@@H:16]([OH:17])[C@@H:18]([OH:19])[C@@H:20]2[OH:21])[CH2:22][C:23](=[O:24])[NH:25][CH2:26][CH2:27][CH2:28][CH2:29][CH2:30][C:31](=[O:32])[OH:33])[C@@H:34]([OH:35])[C@H:36]([OH:37])[C@@H:38]1[OH:39]
US20110237791A1,3,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][N:8]2[C:9](=[O:10])[CH2:11][CH2:12][C@@H:13]2/[CH:14]=[C:15](\[c:16]2[cH:17][cH:18][c:19]([C:20]([CH3:21])([CH3:22])[CH3:23])[cH:24][cH:25]2)[Sn:43]([CH2:42][CH2:41][CH2:40][CH3:39])([CH2:44][CH2:45][CH2:46][CH3:47])[CH2:48][CH2:49][CH2:50][CH3:51])[c:35]([O:36][CH3:37])[cH:38]1.[c:26]1([I:52])[cH:27][cH:28][c:29]([NH2:30])[c:31]([O:32][CH3:33])[n:34]1>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][N:8]2[C:9](=[O:10])[CH2:11][CH2:12][C@@H:13]2/[CH:14]=[C:15](\[c:16]2[cH:17][cH:18][c:19]([C:20]([CH3:21])([CH3:22])[CH3:23])[cH:24][cH:25]2)[c:26]2[cH:27][cH:28][c:29]([NH2:30])[c:31]([O:32][CH3:33])[n:34]2)[c:35]([O:36][CH3:37])[cH:38]1
US20050148643A1,4,[CH3:1][C@H:2]([OH:3])[C:4](=[O:17])[OH:18].[NH2:5][c:6]1[cH:7][cH:8][c:9]([C:10]([CH3:11])([CH3:12])[CH3:13])[cH:14][c:15]1[NH2:16]>>[CH3:1][C@H:2]([OH:3])[c:4]1[n:5][c:6]2[cH:7][cH:8][c:9]([C:10]([CH3:11])([CH3:12])[CH3:13])[cH:14][c:15]2[nH:16]1
US20150232445A1,7,[CH3:1][CH2:2][CH2:3][O:4][c:5]1[c:6]([C:7]2=[CH:8][CH2:9][N:10]([C:11](=[O:12])[O:13][C:14]([CH3:15])([CH3:16])[CH3:17])[CH2:18][CH2:19]2)[cH:20][cH:21][c:22]2[c:23]1[CH2:24][CH2:25][C@H:26]([CH3:27])[N:28]2[C:29]([CH3:30])=[O:31]>>[CH3:1][CH2:2][CH2:3][O:4][c:5]1[c:6]([CH:7]2[CH2:8][CH2:9][N:10]([C:11](=[O:12])[O:13][C:14]([CH3:15])([CH3:16])[CH3:17])[CH2:18][CH2:19]2)[cH:20][cH:21][c:22]2[c:23]1[CH2:24][CH2:25][C@H:26]([CH3:27])[N:28]2[C:29]([CH3:30])=[O:31]
US05710249,7,[CH3:1][C@H:2]([C:3](=[O:4])[OH:5])[N:6]([C:7](=[O:8])[O:9][C:10]([CH3:11])([CH3:12])[CH3:13])[c:14]1[cH:15][cH:16][c:17]([N+:18](=[O:21])[O-:22])[cH:19][cH:20]1>>[CH3:1][C@H:2]([C:3](=[O:4])[OH:5])[N:6]([C:7](=[O:8])[O:9][C:10]([CH3:11])([CH3:12])[CH3:13])[c:14]1[cH:15][cH:16][c:17]([NH2:18])[cH:19][cH:20]1
US20130196971A1,3,[CH3:1][c:2]1[n:3][n:4][c:5](-[c:6]2[cH:7][cH:8][c:9]([Br:32])[cH:18][cH:19]2)[n:20]1[CH2:21][C@@H:22]1[CH2:23][CH2:24][N:25]([C:26](=[O:27])[CH:28]2[CH2:29][CH2:30]2)[CH2:31]1.[c:10]1([B:34]([OH:33])[OH:35])[cH:11][cH:12][c:13]([Cl:14])[cH:15][c:16]1[Cl:17]>>[CH3:1][c:2]1[n:3][n:4][c:5](-[c:6]2[cH:7][cH:8][c:9](-[c:10]3[cH:11][cH:12][c:13]([Cl:14])[cH:15][c:16]3[Cl:17])[cH:18][cH:19]2)[n:20]1[CH2:21][C@@H:22]1[CH2:23][CH2:24][N:25]([C:26](=[O:27])[CH:28]2[CH2:29][CH2:30]2)[CH2:31]1
US20090264445A1,6,[CH3:1][CH:2]([CH3:3])[CH2:4][C@@H:5]([C:6](=[O:7])[O:8][CH3:24])[N:9]1[CH2:10][C:11]([O:12][c:13]2[cH:14][cH:15][cH:16][c:17]([Cl:18])[c:19]2[F:20])=[CH:21][C:22]1=[O:23]>>[CH3:1][CH:2]([CH3:3])[CH2:4][C@@H:5]([C:6](=[O:7])[OH:8])[N:9]1[CH2:10][C:11]([O:12][c:13]2[cH:14][cH:15][cH:16][c:17]([Cl:18])[c:19]2[F:20])=[CH:21][C:22]1=[O:23]
